SAT,GPA,Projects,Community,Income,Perf,Pred
1250,2.6,0,0,47100,Medium,Medium
1280,2.54,0,15,46800,Low,Low
1270,3.15,0,5,39700,Medium,Medium
1220,2.59,1,5,65000,Medium,Medium
1100,2.33,1,0,45100,Low,Low
1290,2.46,3,5,44500,Medium,Medium
1300,2.39,2,5,56200,Low,Low
1280,2.71,1,5,43200,Low,Low
1130,2.45,2,10,46400,Medium,Medium
1140,3.08,0,15,37000,Low,Low
1390,2.99,3,10,51400,Low,Low
1140,2.76,2,0,68900,Medium,Medium
1110,2.81,0,5,51100,Low,Low
1210,2.42,1,5,62600,Medium,Medium
1260,2.54,1,15,41000,Medium,Medium
1090,3.12,0,5,54300,Low,Low
1160,2.83,0,0,40500,Medium,Medium
1490,2.64,1,0,52500,High,Medium
1140,2.59,2,15,49900,Medium,Medium
1120,3,1,0,46400,Low,Low
1260,2.31,3,0,47400,Medium,Medium
1070,2.36,1,0,62600,Medium,Medium
1160,2.75,1,5,44000,Medium,Medium
1270,2.51,0,0,49400,Medium,High
1250,2.87,1,5,53900,Medium,Medium
1130,3.19,0,5,54700,Low,Low
990,3.24,1,10,36500,Medium,Medium
1200,2.32,0,5,47700,Low,Low
1220,2.76,2,5,29400,Low,Low
1320,2.3,1,0,53900,Low,Low
1260,2.62,0,0,56800,Medium,Medium
1310,2.85,0,15,50600,Low,High
1020,2.51,2,5,35000,Medium,Medium
1160,2.58,2,15,45000,Low,Medium
1170,2.73,0,15,48900,Low,Low
1140,2.87,2,10,47300,Low,Low
1260,2.61,1,5,56900,Medium,Medium
1090,2.94,2,0,25600,Low,Low
1210,3.04,1,10,37200,Medium,High
1220,2.7,0,0,38800,Medium,Medium
1110,2.79,0,5,47400,Low,Low
1160,2.37,0,0,51500,Low,Medium
1220,2.58,0,10,28700,High,High
1280,2.25,1,10,52100,High,Medium
1110,3.28,1,5,49700,Medium,High
1070,2.96,2,5,42800,High,High
1050,2.95,1,0,42700,Medium,Medium
1300,2.4,2,15,46100,Medium,Medium
1170,3.24,1,15,38600,Medium,Medium
1120,2.52,0,15,50500,Medium,Medium
1080,3.16,2,0,61400,Low,Low
1370,2.65,1,5,43100,Medium,High
1200,2.85,4,5,48500,High,High
1160,2.98,0,0,64800,Medium,Medium
1330,2.79,1,0,45000,Medium,Medium
1210,2.46,1,10,45900,Low,Low
1150,2.67,0,10,45500,Medium,Medium
1320,2.69,0,5,40800,Medium,Medium
1260,2.94,1,5,56300,Low,Low
1310,2.73,0,5,49000,Medium,Medium
1170,2.23,2,5,33900,Medium,Medium
1260,2.04,2,5,49100,Medium,High
1290,2.84,1,0,43800,Medium,Low
1080,2.67,1,0,50700,Medium,High
1160,2.74,1,0,58400,Medium,High
1210,3.03,0,5,53200,Medium,Medium
1150,2.9,1,0,40500,Medium,Medium
1240,2.82,0,5,52700,Medium,Low
1180,2.63,3,0,47300,Medium,Medium
1280,2.7,0,0,40900,Low,Low
1300,2.83,2,0,69800,Medium,Medium
1240,3.25,0,10,37000,Medium,Medium
1250,2.66,0,10,52300,Medium,Medium
1280,3.23,3,0,45000,High,High
1280,2.49,1,10,52400,Medium,Low
1010,2.87,1,10,42700,Medium,Medium
1090,2.49,0,5,31100,Low,Low
1270,2.89,0,10,49900,Low,Low
1190,3.09,2,0,57900,Medium,Medium
1260,3.46,0,10,50100,Medium,Low
1280,3.28,2,5,41300,High,High
1200,2.62,0,5,49300,Low,Low
1250,2.42,1,10,52700,Medium,High
1200,2.56,1,10,64400,Low,Low
1190,3.13,1,10,53000,Medium,Medium
1370,2.74,1,15,53900,Medium,Medium
1140,2.36,2,0,52900,Medium,Medium
1370,3.1,0,0,51800,Low,Low
1340,2.01,1,0,49900,High,High
1270,3.08,2,0,49300,Medium,Medium
1240,2.3,3,0,36300,Medium,Medium
1250,2.51,0,5,40400,Medium,Medium
1280,2.97,2,5,50200,Medium,Medium
1190,3.02,2,0,61400,Medium,Medium
1210,3.21,2,15,49800,Medium,Medium
950,2.37,2,5,31000,Low,Low
1450,2.84,0,10,33600,High,High
1140,2.89,1,5,54000,Medium,Medium
1310,2.69,0,5,46800,Low,Low
1240,2.94,0,0,33800,Low,Low
1180,2.75,0,0,34300,Low,Low
1200,2.76,1,0,49600,Medium,Low
1190,3.15,1,5,42800,High,High
1180,2.95,1,0,38800,Medium,High
1190,2.87,4,0,41000,High,Medium
1300,2.87,0,10,61000,Medium,Medium
1230,3.27,0,5,46200,Medium,Medium
1080,2.56,1,0,61100,Low,Low
1190,2.93,2,0,36900,Medium,High
1180,2.96,1,5,45300,Medium,Medium
1250,2.59,1,0,31500,Medium,Medium
1140,2.88,0,0,57100,Medium,Medium
1170,2.67,1,5,67300,Medium,Medium
1240,2.87,1,15,46800,Medium,Medium
1310,2.53,1,0,47400,Medium,High
1320,3.16,2,15,28100,Medium,Medium
1070,2.93,2,5,27400,High,Medium
1320,3.18,0,0,48500,Low,Low
950,2.59,0,0,59000,Low,Low
1240,2.48,1,0,53100,Low,Low
1120,2.54,3,15,37300,Low,Low
1210,2.51,2,15,42700,Medium,High
1060,2.56,2,0,49600,Medium,Medium
1080,2.77,0,0,41000,Medium,Medium
1270,2.47,0,0,53100,Low,Low
1270,2.58,0,10,53700,Medium,Medium
1270,2.44,0,0,54300,Low,Low
1140,2.76,0,15,44000,Medium,Medium
1220,2.83,0,5,42900,Medium,Medium
1230,2.13,3,10,22400,Medium,Medium
1330,2.61,1,0,32500,Medium,High
1170,2.65,0,5,48900,Medium,Low
1250,2.43,2,5,69500,Medium,Medium
1350,2.43,1,10,31200,Low,Low
1150,2.78,2,0,43900,Low,Low
1290,2.94,0,10,40700,Medium,Medium
1310,3.1,3,0,54500,High,High
1280,3.18,1,10,54900,Low,Low
1320,3.01,3,10,49300,High,High
1190,2.72,0,5,57500,Low,Low
1270,2.31,2,5,60500,Medium,Medium
1060,2.94,3,10,36300,Medium,Medium
1330,2,0,0,37500,Low,Low
1050,2.73,1,5,49800,High,Low
1260,2.77,0,20,66800,Medium,Low
1380,2.83,0,5,44800,Low,Low
1270,2.53,0,10,43500,Medium,Medium
1090,2.72,0,15,52500,High,High
1140,3.37,1,0,39100,Medium,Medium
1180,2.9,2,5,40300,Medium,Medium
1130,2.79,3,5,47500,Medium,Medium
1220,2.29,3,5,64500,Medium,Low
1170,2.68,2,10,40300,Low,Low
970,3.06,0,0,39700,Medium,Medium
1070,2.71,2,0,40800,Medium,High
1240,2.63,1,5,54600,Medium,Medium
1200,2.98,1,0,40500,Medium,Medium
1260,2.41,1,0,53700,High,High
1050,2.64,0,0,34700,Low,Low
1020,2.76,1,10,36300,Low,Medium
1290,2.17,0,15,47300,Medium,Medium
1340,2.73,1,20,33900,Medium,Medium
1340,3.03,2,0,40600,Medium,Medium
1290,2.72,0,5,48200,Low,Low
1250,2.89,2,0,42500,Medium,Medium
1150,2.65,2,5,41600,Low,Low
1210,2.79,1,5,39800,Medium,Medium
1180,3.4,0,5,36700,Low,Low
1280,2.39,2,0,26200,High,High
1170,3.03,0,10,58100,Medium,Medium
1250,2.93,1,0,58800,Medium,Medium
1100,2.73,3,5,72800,Medium,Low
1140,2.95,0,5,31800,Low,Low
1220,2.59,0,5,52300,Medium,Medium
1130,2.55,0,0,46500,Medium,Medium
1200,3.11,1,0,43600,Medium,Medium
1170,2.48,0,10,41200,High,High
1170,3.53,3,5,48900,High,High
1120,3.31,0,10,55900,Low,Low
1190,2.9,0,0,49100,Low,Low
1210,2.82,1,15,60600,Low,Low
1200,2.6,2,0,42900,Low,Low
1160,2.82,2,5,42200,Medium,Medium
1330,2.88,2,0,49600,Medium,Medium
1220,2.6,3,0,42700,Medium,Medium
1140,2.8,1,20,37700,Medium,Medium
1190,2.75,0,5,51900,Medium,Medium
1020,2.52,2,0,41200,Medium,High
1240,2.39,3,5,57700,Medium,Medium
1180,3.34,0,0,39700,Medium,Medium
1060,3.27,1,0,61400,Medium,Medium
1050,2.48,0,5,51200,Low,Low
1160,3.22,0,5,53700,Medium,Medium
1190,2.21,1,10,57700,High,High
1120,2.42,0,5,61300,Low,Low
1400,2.84,2,10,54200,Low,Low
1130,2.77,2,10,36100,Medium,Medium
1130,2.47,2,10,52700,Medium,Medium
1240,2.59,0,0,33600,Medium,Medium
1170,2.91,0,10,48600,Medium,Medium
1300,3.25,0,0,32400,Medium,Medium
1270,3.05,0,0,35300,Medium,High
1080,2.76,2,5,50800,Low,High
1150,2.5,0,0,47900,Low,Low
1070,2.61,0,5,36300,Medium,Medium
1120,3.49,1,10,55000,Medium,Low
1110,2.8,2,0,42000,Medium,Medium
1260,2.78,0,5,45000,Low,Low
1240,2.91,0,5,39300,Medium,High
1220,2.2,2,5,43700,Medium,High
1180,2.24,1,10,64800,Medium,Medium
1330,2.14,0,0,49800,High,High
1080,2.74,3,15,45400,Medium,Low
1290,2.5,2,5,29600,Medium,Medium
1290,2.66,1,10,65800,Low,Low
1210,2.58,1,10,59300,Medium,Medium
1280,2.59,0,0,36700,Medium,Medium
1190,2.79,2,0,38900,Medium,Medium
1110,2.36,0,0,71900,Low,High
1160,2.66,3,0,53600,Low,Low
1310,2.97,1,10,63800,Medium,Medium
1200,2.63,1,0,37800,High,High
1220,2.86,1,0,47600,Low,Low
1390,2.92,0,5,39900,Low,Low
1010,3.3,2,0,46100,Medium,Medium
1230,2.43,2,0,40200,Low,Low
1280,2.56,3,0,44000,Low,Low
1190,2.35,1,5,43900,Low,Low
1240,2.44,4,0,35700,Medium,Medium
1290,2.69,2,0,42100,Medium,Medium
1090,2.66,0,0,35900,Low,Low
1210,2.57,0,5,36900,Low,Low
1330,2.76,2,0,42300,Low,Low
1230,3.1,0,0,51400,Medium,Medium
1290,2.94,1,15,55300,Low,Low
1250,2.51,2,5,37900,Medium,Medium
1320,2.66,2,0,46100,High,High
1400,2.61,2,10,51900,High,High
1040,2.99,0,0,22000,Medium,Medium
1070,2.52,1,20,25900,Medium,Medium
1440,3.26,0,10,42800,Medium,Low
1310,2.63,0,0,42800,Low,Low
1060,3.05,0,0,44700,Medium,Medium
1140,2.79,0,5,37200,Medium,Medium
1150,2.86,0,5,66300,Medium,Medium
1250,2.91,0,0,36700,Medium,Medium
1040,2.49,1,5,37200,Medium,Medium
1360,2.65,0,0,57600,Medium,Medium
1100,2.57,0,10,52400,Medium,Medium
1110,2.68,1,5,48000,Medium,Low
1230,2.91,0,5,54200,Medium,Medium
1210,2.93,0,5,47200,Medium,Medium
1260,2.62,1,0,53100,Medium,Medium
1120,2.87,1,10,39100,Medium,Medium
1240,2.64,0,0,41800,Medium,Medium
1280,2.73,0,20,30900,Low,Low
1150,2.54,0,10,44000,Medium,Medium
1200,2.83,0,0,44300,Medium,Medium
1270,3.31,0,0,48500,Low,Low
1180,3.01,1,0,20400,Low,Low
1200,2.22,0,0,56900,Low,High
1200,3.14,2,0,54300,High,High
1120,2.94,0,15,49900,High,High
1310,2.53,0,5,45300,Medium,Medium
1320,2.7,0,0,45400,Medium,Medium
1290,2.53,1,10,56200,Low,Low
1230,2.93,0,15,52300,Medium,Medium
1270,2.91,2,0,64200,High,High
1120,2.79,2,5,36700,Low,Low
1210,2.86,0,0,43500,Medium,Medium
1320,1.93,2,5,59900,Medium,Medium
1120,3.12,1,10,40000,Medium,Medium
1310,2.64,2,5,46700,Low,Low
1140,3.26,3,5,37800,High,Medium
1060,2.78,2,0,43100,Low,Low
1170,2.23,2,15,26000,Medium,Low
1220,2.31,0,10,43700,Low,Low
1320,2.16,2,0,38600,High,High
1230,2.81,1,10,51800,Medium,High
1240,2.79,2,5,46800,Medium,Low
1110,2.85,0,15,41800,Medium,Low
1310,2.4,1,0,48000,Medium,Medium
1230,2.79,2,5,39100,Low,Low
1190,2.97,0,5,42500,Medium,Medium
1030,2.72,0,0,38800,Medium,Medium
1150,2.55,0,15,50100,Medium,High
1060,2.63,2,15,50000,Medium,Medium
1550,2.05,0,10,37300,Medium,High
1080,2.7,2,10,46700,Medium,Medium
1280,2.87,0,5,48700,Low,Low
1110,3.03,2,0,59000,Medium,Medium
1250,2.63,1,0,48300,Medium,Medium
1270,2.91,2,10,48600,Medium,Medium
1090,2.59,2,15,44200,Low,High
1350,2.78,1,0,56100,Low,Low
1200,2.56,0,10,57700,Medium,Medium
1290,3.16,0,10,43100,Medium,Medium
1280,2.83,3,0,20300,Medium,Medium
1190,2.85,0,5,41900,Low,Low
1320,2.78,0,0,41600,Low,Low
1160,2.74,0,10,31400,Low,Low
1250,2.56,1,15,45400,Medium,High
1140,2.82,0,0,44900,Low,Low
1280,2.86,3,10,37800,Low,High
1240,3.05,0,0,55900,High,High
1210,2.59,2,0,53300,Medium,High
1170,2.31,2,0,46000,Low,Low
1170,3.1,1,20,42500,Medium,Medium
1080,3.01,1,10,44000,Medium,Medium
1110,2.62,3,0,42700,Medium,Medium
1060,2.63,0,5,42300,High,High
1410,2.82,1,5,52400,High,High
1100,2.63,0,0,47400,Low,Low
1250,2.4,0,0,52900,Medium,Low
1260,2.88,0,0,29400,High,Medium
1270,2.93,1,0,43500,Medium,Medium
1090,3.01,0,5,36200,Low,Medium
1130,2.66,1,5,43400,Low,High
1190,2.43,1,20,60900,Low,Low
1220,3.41,0,5,49100,Medium,Low
1330,2.96,0,15,32400,Medium,High
1290,3.22,2,0,38800,Medium,Medium
1030,2.45,1,20,41100,Low,Low
1190,3.22,2,0,46200,Low,Low
1270,2.92,0,0,44800,Medium,Medium
1400,2.51,0,0,38000,Medium,Medium
1090,2.54,0,0,29500,Low,Low
1060,2.51,0,0,53700,Medium,Medium
1010,2.87,3,10,40900,Medium,Medium
1220,2.4,1,5,54800,Medium,Medium
1150,2.63,0,5,33000,Medium,Medium
1070,2.55,0,15,34300,Medium,Medium
1180,3.09,1,10,56900,Low,Low
1150,2.65,1,0,37800,Medium,Medium
1140,2.53,2,5,27900,Medium,Medium
1230,2.94,0,10,53900,Low,Low
1180,3.1,1,15,52400,Medium,Medium
1050,2.52,1,5,29500,Medium,Medium
1390,2.47,2,5,66700,Medium,Medium
1070,2.42,2,5,53000,Low,Medium
1380,3.16,2,5,46300,Low,Low
1180,2.87,4,10,43700,High,High
1180,2.84,1,0,59200,Low,High
1130,2.67,0,5,41300,Low,Low
960,3.08,1,20,39100,Medium,High
1230,2.52,2,0,53900,Medium,Medium
1060,3.06,4,0,45100,High,High
1180,2.69,0,0,38100,Medium,Medium
1140,2.33,0,15,32900,High,Medium
1200,2.48,1,5,28700,Low,Low
1340,2.78,3,5,49700,Low,Low
1270,2.54,3,5,39300,Low,Low
1190,3.25,1,0,50700,Medium,Medium
1210,2.74,2,0,59400,Medium,High
900,2.36,0,20,40200,Low,Low
1130,2.73,0,5,47800,Medium,Low
1160,2.85,1,5,40200,Low,Medium
1180,2.41,0,0,54500,High,High
1070,2.84,0,5,49100,Medium,Medium
1170,2.34,0,0,43700,High,High
1260,3.13,0,20,52400,Low,Low
1080,2.59,0,10,64500,Medium,Medium
1120,2.8,0,0,20500,Medium,Medium
1190,2.03,2,0,49800,Medium,Medium
1160,2.68,1,5,64000,Medium,Medium
1120,2.31,1,0,47100,Low,Low
1300,3.06,0,0,36200,Medium,Medium
1210,2.82,0,0,56700,Medium,Medium
1160,2.73,0,15,59000,High,High
1130,3.26,1,10,39300,Low,Low
1280,2.65,1,0,49400,Low,Low
1220,2.77,2,10,38300,Low,Low
1090,2.74,1,0,60500,Medium,Medium
870,3.28,2,0,54600,Medium,Low
1200,2.98,2,0,39200,Medium,Medium
1210,2.29,0,15,62900,Low,Low
1210,2.51,0,10,47400,Medium,Medium
1160,2.86,3,5,46200,Medium,Medium
1180,2.88,3,10,37800,Medium,Medium
1230,2.66,1,5,54000,High,High
1260,2.09,0,0,42900,Low,Low
1320,2.93,1,10,57900,Medium,Medium
1140,2.85,0,5,39000,Medium,Low
1240,2.98,2,0,58300,Low,Low
1010,2.57,1,5,33900,High,High
1140,2.97,0,0,43200,Low,Low
1140,2.78,0,5,55900,Medium,Medium
1310,2.75,3,10,63700,Low,Low
1100,2.35,0,0,52700,Low,Medium
1170,2.73,1,10,45700,Medium,Medium
1120,2.89,1,0,57800,Medium,Medium
1210,2.24,1,0,59200,Low,Low
1180,2.69,0,0,45200,Medium,Medium
1160,2.26,1,0,44300,Low,Low
1220,2.97,2,5,48900,Low,Low
1070,2.86,0,10,47500,Medium,Medium
1170,3.08,1,5,49400,Medium,Medium
1130,2.65,2,0,27800,Medium,Medium
1090,2.89,1,0,41200,Low,Low
1280,2.99,3,10,37100,Medium,Medium
1210,2.44,0,0,41700,Low,Low
1210,2.46,2,5,50300,Low,Medium
1160,3.18,2,5,51000,Medium,Medium
920,2.69,1,5,35700,Low,Low
1300,2.88,1,10,52500,Low,Low
1230,2.37,1,0,51200,Medium,Medium
1160,2.75,0,5,38800,Medium,Medium
1200,3.03,1,10,40500,Medium,Medium
1180,3.18,1,5,58500,High,High
1370,1.94,1,5,58100,Low,Low
1170,2.75,2,0,48500,Low,Low
960,2.96,2,5,46000,Medium,Medium
1120,2.65,0,0,32800,High,High
1010,3.25,0,0,54800,Medium,Medium
1230,2.98,0,5,39400,Medium,Medium
1140,2.95,1,10,39600,Low,Low
1370,2.76,3,5,46700,Medium,Medium
1230,2.84,0,0,47400,High,High
1050,2.47,0,5,47100,Medium,Medium
1240,2.51,1,0,41500,Medium,Medium
1370,2.93,0,0,40400,Medium,Medium
1260,2.78,2,5,38000,Low,Low
1260,2.94,2,0,39600,High,High
1130,2.67,0,0,42800,Low,Low
1310,2.77,0,0,47200,Medium,Low
1170,2.93,0,10,38500,Medium,Medium
1220,2.49,0,0,60600,Low,Low
1270,2.87,1,0,61200,Medium,Medium
1070,1.94,0,5,55500,Medium,High
1200,2.48,0,10,63500,Low,Low
1110,2.54,1,0,76500,Medium,Medium
1270,2.23,0,10,44500,Low,Low
1180,3.41,0,15,39500,Medium,High
1140,3.15,2,0,53700,Low,Low
1200,3.19,0,10,65400,Medium,Low
1020,3.05,0,5,42800,Medium,Medium
1270,2.84,2,5,52700,Medium,Medium
1010,3.06,2,0,56300,Low,Low
1200,2.95,2,10,54100,Medium,Medium
1110,2.32,0,20,54700,Medium,Medium
1030,2.32,3,5,65500,Medium,Medium
1170,2.64,0,15,32300,High,High
1150,2.73,0,5,44600,Medium,Medium
1170,2.66,1,5,34300,Medium,Medium
1190,3.21,1,0,36200,Low,Low
1360,2.94,0,5,43500,Medium,Medium
1200,2.84,0,5,38300,Low,Low
1190,2.71,0,0,63200,Low,Low
1160,2.15,0,10,40600,Low,Low
1260,2.59,0,20,45200,Medium,Medium
1070,2.72,2,5,45000,Medium,Medium
1120,2.72,0,0,49700,Medium,Medium
1200,2.51,0,0,33100,Low,Low
1060,2.8,0,10,48500,Medium,Medium
1080,2.68,1,0,36400,Medium,Medium
1150,2.84,1,0,52600,Medium,Medium
1210,2.29,3,0,41400,High,High
1130,2.26,1,0,48400,Low,Low
1110,3.12,1,0,48100,Low,Low
990,2.49,0,5,40700,Low,Low
1200,2.86,1,0,42700,Medium,Medium
1180,2.62,2,5,37800,Medium,Medium
1260,2.59,2,5,55300,Medium,Medium
1160,2.54,1,10,36300,High,High
960,2.8,2,10,38600,Low,Low
1120,2.86,0,10,38500,Medium,Medium
1180,2.54,0,5,56700,Low,Low
1320,2.75,1,5,31300,Medium,Medium
1250,2.76,2,0,47800,Medium,Medium
1080,3.08,3,10,51700,High,Low
1200,2.94,3,0,56600,Medium,Medium
1230,2.65,1,10,61200,Medium,Medium
1230,2.57,4,10,54200,High,High
1170,2.41,0,10,43700,Medium,Medium
1250,2.77,0,10,32800,Medium,Medium
1240,2.92,1,0,56900,High,High
960,2.78,3,0,39300,Medium,Medium
1230,3.08,1,5,56900,Medium,Low
1290,2.37,1,5,51800,Medium,Medium
1180,2.63,0,15,47000,Low,Low
1180,2.86,1,15,33400,Medium,Low
890,2.75,0,10,41800,Medium,Medium
1180,2.85,1,5,37500,Medium,Medium
1170,2.98,2,10,41800,Medium,Medium
1010,2.57,0,10,37700,Medium,Medium
1280,2.87,0,10,58200,Medium,Medium
1250,2.78,1,0,30700,Medium,Medium
1200,2.62,2,10,59100,Medium,Medium
1140,2.66,0,10,44000,Low,Low
1250,2.47,1,0,58800,Medium,Medium
1380,2.88,2,0,50200,High,High
1360,2.24,2,5,46400,High,High
1310,2.84,1,0,54600,Medium,Medium
1130,2.78,1,5,41200,High,High
1180,3.21,0,15,42100,Medium,High
1040,2.7,1,10,57000,Medium,Low
930,2.12,1,0,30200,High,High
1180,2.55,0,0,54600,Low,Low
1240,2.74,1,15,37300,Medium,High
1060,2.91,1,10,58700,Medium,Medium
1310,2.82,1,15,48000,Low,Low
1140,2.94,2,5,42700,Medium,Medium
1240,3.48,1,5,43700,High,High
1180,2.67,0,10,23000,Medium,Medium
1160,2.86,0,10,48500,Medium,Medium
1100,2.48,0,5,40400,Low,Low
1210,2.65,0,5,45000,High,High
1190,3.12,1,5,41200,Low,Low
1120,2.26,0,5,54800,Low,Low
1070,1.9,2,0,32700,Medium,Medium
1290,2.69,1,0,42300,Medium,Medium
1080,2.28,1,5,43500,Low,Low
1230,2.98,2,5,60300,High,High
1350,2.56,2,5,47100,Low,Low
1100,2.94,1,15,59100,Medium,Medium
1240,2.61,2,0,38800,Low,Medium
1060,2.85,2,5,42400,Low,Low
1110,3.08,1,5,25300,Low,Low
1380,2.59,1,10,44900,Medium,Medium
1160,2.62,3,10,50000,Medium,Medium
1350,2.68,0,5,52500,Medium,Medium
990,2.87,1,5,51200,Medium,Low
1210,2.4,2,5,55500,Low,Low
1320,2.89,0,5,57700,High,High
1110,3.02,3,0,45800,High,High
1210,2.71,0,5,46000,Medium,Medium
1150,2.75,0,5,37200,Medium,Medium
1090,3.01,3,0,59400,High,High
1290,1.86,1,10,57000,High,High
1150,3.71,1,0,45000,Low,Low
1400,2.34,4,15,43300,High,High
1280,2.73,0,0,57100,Medium,Medium
1270,2.39,0,5,61500,Low,Low
1150,3.22,0,10,47800,Medium,High
1080,2.6,0,10,44600,Medium,Medium
1060,2.15,1,0,40300,Low,Low
1290,3.06,1,0,60000,Medium,Low
1170,2.96,2,10,42200,Low,Medium
1310,2.73,1,5,59700,Medium,Medium
1030,2.91,0,5,45500,Medium,Medium
1010,2.63,0,15,31900,Medium,Medium
1140,2.94,1,0,49500,Medium,Medium
1230,2.33,1,10,53100,Low,Low
1090,2.65,0,5,58000,Low,Low
1120,2.63,0,15,68000,Medium,Medium
1150,2.37,3,0,48700,Medium,Medium
1130,2.81,1,10,39800,Low,Low
1350,3.19,0,0,47800,Medium,Low
1270,2.28,1,0,34100,Low,Low
1310,2.38,1,5,48200,Low,Low
1210,2.4,1,0,55800,Low,Low
1280,2.78,2,10,50000,Medium,Medium
1070,2.78,2,10,45500,Low,Low
1120,2.7,1,15,50100,Medium,High
1110,2.85,4,0,39900,High,High
1070,2.51,2,15,34300,Medium,Medium
1170,2.4,0,0,47200,Medium,Medium
1320,2.81,2,5,49100,Medium,High
1230,2.85,1,5,21000,Medium,Medium
1090,2.92,0,0,48600,Low,Low
1340,2.91,1,0,20500,High,High
1160,2.81,0,0,40400,Medium,Medium
1130,2.54,0,20,43300,Medium,Medium
1210,2.73,1,0,44000,Low,Low
970,2.63,3,10,49400,Medium,High
1120,3.1,3,5,51800,High,High
1030,2.96,3,0,68200,Medium,Medium
1260,2.57,0,15,56700,Low,Low
1190,2.35,3,0,49200,Medium,Low
1190,2.77,2,0,42400,Medium,Medium
1250,2.38,1,0,44800,Low,Low
1150,2.81,1,0,53200,Low,Low
1060,2.62,0,5,32200,Medium,Medium
980,2.8,1,5,50300,Medium,Medium
1260,3.05,0,0,49000,Medium,Medium
1060,2.5,2,10,39400,Medium,Medium
940,3,2,5,55600,Low,Low
1250,3.11,2,10,37700,Low,Low
1230,2.94,0,0,45300,Low,Low
1150,2.31,0,5,63800,Low,Medium
1240,2.65,1,10,55800,Medium,Medium
990,2.55,0,10,53700,Medium,Medium
1150,2.93,2,0,53600,Low,Low
1310,2.3,0,0,46300,Low,High
1070,2.96,0,5,32500,Low,Low
1140,3.12,0,10,49500,Low,High
1090,2.64,0,5,51000,Medium,Medium
1290,2.68,0,5,42200,Low,Medium
1400,2.73,1,0,57700,Low,Medium
1150,2.67,0,0,37800,Medium,Medium
1320,2.53,1,10,46400,Low,Low
1170,2.89,2,5,33900,Medium,Medium
1250,3.05,0,5,36700,Medium,Medium
1250,2.32,0,10,47500,Medium,Medium
1160,3.2,0,5,50300,High,High
1160,3.41,2,0,43000,Medium,High
1200,2.85,1,0,42200,Low,Low
1020,3.05,1,5,57200,Medium,Medium
1070,2.91,0,10,35500,Medium,Medium
1140,2.61,0,5,54700,Medium,High
1090,2.37,2,10,53900,Medium,Medium
1200,2.79,0,0,38900,Medium,Medium
1180,2.63,0,0,46300,Low,Low
1120,2.86,1,15,66700,Medium,Medium
1260,3.41,0,0,49300,Low,High
1200,3.12,0,0,27300,Medium,Medium
1210,2.97,4,0,49000,High,Medium
1040,2.86,1,10,49600,Low,Low
1120,2.41,0,5,39000,Low,High
1190,3.16,3,5,36800,High,High
1210,2.81,3,0,39300,Medium,Medium
1120,3.12,1,0,45900,Medium,Low
1240,2.66,2,0,49300,Medium,Medium
1230,2.15,1,10,46400,Low,High
1200,2.39,2,0,56300,Medium,Medium
